Date,open,close,high,low,volume,money
2021/3/19,5068.53,5007.09,5089.92,4980.76,16417484900,2.83E+11
2021/3/22,5008.4,5057.15,5071.34,4996.54,16740263200,2.64E+11
2021/3/23,5057.06,5009.25,5064.02,4966.53,15801396700,2.56E+11
2021/3/24,4985.4,4928.69,5024.33,4919.89,15938598200,2.66E+11
2021/3/25,4904.07,4926.35,4950.76,4883.66,13294518900,2.20E+11
2021/3/26,4953.95,5037.99,5050.83,4953.95,14592669700,2.74E+11
2021/3/29,5052.26,5046.88,5086.65,5010.39,14338821500,2.66E+11
2021/3/30,5043.1,5094.73,5106.04,5032.8,13861856000,2.55E+11
2021/3/31,5085.95,5048.36,5085.95,5015.61,14133574300,2.41E+11
2021/4/1,5059.94,5110.78,5115.43,5056.87,12032489000,2.11E+11
2021/4/2,5129.85,5161.56,5169.83,5116.35,12700225400,2.48E+11
2021/4/6,5178.64,5140.34,5181.15,5125.33,10983421000,2.14E+11
2021/4/7,5141.66,5103.74,5141.66,5065.19,14576374800,2.46E+11
2021/4/8,5078.26,5112.21,5129.13,5062.07,14177104700,2.28E+11
2021/4/9,5100.04,5035.34,5100.04,5022.09,12841650900,2.22E+11
2021/4/12,5026.98,4947.75,5045.6,4933.01,15264431400,2.67E+11
2021/4/13,4949.81,4939.64,4994.54,4924.2,13291935800,2.26E+11
2021/4/14,4945.69,4980.63,4987.12,4940.27,12086083800,2.21E+11
2021/4/15,4969.91,4948.97,4969.91,4900.3,10882938400,2.14E+11
2021/4/16,4966.9,4966.18,4979.17,4917.96,11123992400,2.13E+11
2021/4/19,4966.41,5087.02,5088.21,4940.75,15476982400,3.08E+11
2021/4/20,5065.78,5083.37,5119.86,5058.92,13654170000,2.77E+11
2021/4/21,5055.24,5098.74,5110.56,5047.99,12463727700,2.43E+11
2021/4/22,5114.28,5089.24,5119.22,5067.14,12116764500,2.41E+11
2021/4/23,5088.83,5135.45,5149.98,5086.49,12205699100,2.64E+11
2021/4/26,5156.59,5077.24,5181.11,5072.96,15138196700,3.26E+11
2021/4/27,5076.64,5090.52,5095.98,5042.61,12396183700,2.55E+11
2021/4/28,5073.97,5119.24,5119.45,5059.26,12062031800,2.72E+11
2021/4/29,5128.28,5164.17,5170.59,5113.65,14009248000,2.94E+11
2021/4/30,5156.36,5123.49,5163.25,5094.93,16012162100,3.15E+11
2021/5/6,5098.8,5061.12,5132.9,5037.41,15882263000,3.23E+11
2021/5/7,5073.46,4996.05,5093.75,4996.04,17225832100,3.05E+11
2021/5/10,5001.44,4992.42,5019.39,4953.7,17082058500,2.83E+11
2021/5/11,4956.08,5023.06,5033.49,4925.92,15152649700,2.71E+11
2021/5/12,5003.82,5044.55,5051.17,4995.4,12661908600,2.28E+11
2021/5/13,4992.35,4992.97,5022.08,4975.45,13227940600,2.38E+11
2021/5/14,5007.63,5110.59,5112.98,4981.29,15942618000,3.19E+11
2021/5/17,5115.31,5184.99,5206.69,5115.31,15388963400,3.35E+11
2021/5/18,5190.93,5187.6,5201.67,5156.79,11840426100,2.38E+11
2021/5/19,5173.17,5172.27,5193.56,5151.64,11872998300,2.51E+11
2021/5/20,5167.05,5186.41,5201.59,5152.04,13845477500,2.77E+11
2021/5/21,5199.13,5134.15,5216.16,5123.12,12476848500,2.68E+11
2021/5/24,5138.81,5155.59,5155.59,5092.39,12674233600,2.79E+11
2021/5/25,5165.04,5318.48,5324.36,5161.52,18299683900,4.05E+11
2021/5/26,5326.12,5320.59,5344.28,5308.74,16960709600,3.46E+11
2021/5/27,5311.37,5338.23,5378.48,5286.05,14846285500,3.12E+11
2021/5/28,5338.73,5321.09,5360.28,5288.65,16460580600,3.31E+11
2021/5/31,5318.08,5331.57,5331.63,5281.69,14460326900,3.21E+11
2021/6/1,5320.47,5341.68,5343.75,5269.26,14383147400,3.22E+11
2021/6/2,5348.34,5289.97,5352.64,5266.79,13775431900,2.96E+11
2021/6/3,5285.71,5255.29,5314.37,5255.07,14196887800,2.85E+11
2021/6/4,5228.28,5282.28,5334.49,5221.23,14473208700,2.92E+11
2021/6/7,5284.89,5277.63,5286.84,5242.95,12770497100,2.80E+11
2021/6/8,5276.97,5232.12,5319.04,5201.14,13055953200,3.04E+11
2021/6/9,5224.95,5236.45,5253.36,5215.35,12182032100,2.55E+11
2021/6/10,5236.47,5271.47,5299.53,5229.52,13899196700,3.01E+11
2021/6/11,5275.75,5224.7,5276.1,5213.6,18080717300,3.65E+11
2021/6/15,5218.56,5166.56,5225.5,5137.41,14288005800,3.31E+11
2021/6/16,5163.25,5080.49,5164.52,5076.02,12514798500,2.98E+11
2021/6/17,5074.38,5101.89,5123.37,5073.82,12045251800,2.82E+11
2021/6/18,5104.93,5102.47,5128.03,5064.92,14858580500,3.57E+11
2021/6/21,5088.09,5090.39,5123.78,5058.57,13218451600,3.32E+11
2021/6/22,5106.07,5122.16,5125.82,5086.28,13041675300,3.14E+11
2021/6/23,5127.19,5147.39,5171.03,5109.76,13635605800,3.59E+11
2021/6/24,5156.56,5155.97,5160.43,5120.58,12668562500,3.13E+11
2021/6/25,5159.8,5239.97,5251.61,5157.48,15493106100,3.68E+11
2021/6/28,5253.61,5251.76,5260.64,5226.22,13319378300,3.37E+11
